id,driver_id,driver_ssign_id,imei,date_from,date_to,overspeed_accuracy,overspeed_zone,overspeed_road,overspeed_standard,os_acc_distance,os_zo_distance,os_ro_distance,os_st_distance,distance_traveled,duration_traveled,engine_idle,harsh_breaking,harsh_cornering,harsh_acceleration,seat_belt,engine_work,type
8929,1035,6A0000016E823401,357544376779027,"2025-12-06 06:57:33","2025-12-07 00:00:00",0,0,0,0,0,0,0,0,0,0,25134,0,0,0,0,25134,0
8930,907,9900000170F2B701,354017114717057,"2025-12-07 05:18:32","2025-12-07 11:17:57",0,0,0,6,0,0,0,12.023,32.54,2426,679,0,0,0,14,3105,0
8931,907,9900000170F2B701,354017116390630,"2025-12-07 05:19:15","2025-12-08 00:00:00",0,0,0,8,0,0,0,13.831,92.86,9902,18901,0,0,0,102,28803,0
8932,1118,220000017289BF01,357544376930216,"2025-12-05 08:32:59","2025-12-06 00:00:00",0,0,0,1,0,0,0,3.29,15.04,2365,2000,0,0,0,4,4365,0
8933,1123,5A0000016E608601,864636061236101,"2025-12-05 08:50:45","2025-12-05 17:41:35",0,0,0,8,0,0,0,22.477,58.22,4103,8757,0,0,0,22,12860,0
8934,1123,5A0000016E608601,864636061241150,"2025-12-05 02:53:51","2025-12-06 00:00:00",0,0,0,5,0,0,0,5.067,33.5,2682,32127,0,0,0,13,34809,0
8935,1124,100000016E3DA101,864636061235897,"2025-12-05 02:19:09","2025-12-06 00:00:00",0,0,0,3,0,0,0,3.332,29.84,2454,31691,0,0,0,17,34145,0
8936,1124,100000016E3DA101,864636061241515,"2025-12-05 02:30:23","2025-12-05 10:25:09",0,0,0,7,0,0,0,10.281,16.8,1173,27310,0,0,0,8,28483,0
8937,1125,080000016EC16101,864636061159196,"2025-12-05 08:27:35","2025-12-06 00:00:00",0,0,0,4,0,0,0,3.793,9.95,1006,13163,0,0,0,5,14169,0
8938,1125,080000016EC16101,864636061236044,"2025-12-05 02:39:41","2025-12-06 00:00:00",0,0,0,2,0,0,0,1.86,34.76,3342,33482,0,0,0,19,36824,0
8939,1126,0A00000172B19001,864636061241515,"2025-12-05 00:58:31","2025-12-05 02:30:22",0,0,0,1,0,0,0,3.323,11.44,1022,4484,0,0,0,3,5506,0
8940,1042,4A0000016EC20B01,350424063304453,"2025-12-06 12:11:35","2025-12-07 00:00:00",0,0,0,6,0,0,0,11.744,24.47,1747,7286,0,0,0,10,9033,0
8941,1196,,350424067531853,"2025-12-07 00:00:00","2025-12-08 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8942,1197,,359632108017317,"2025-12-07 00:00:00","2025-12-08 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8943,1199,,864636061330680,"2025-12-07 00:00:00","2025-12-08 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8944,1200,,864636061234379,"2025-12-07 00:00:00","2025-12-08 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8945,1201,,864636061331340,"2025-12-07 00:00:00","2025-12-08 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8946,1202,,864636061331605,"2025-12-07 00:00:00","2025-12-08 00:00:00",0,0,0,9,0,0,0,11.139,102.73,11958,14056,0,0,0,97,26014,0
8947,1203,,864636061829020,"2025-12-07 00:00:00","2025-12-08 00:00:00",0,0,0,3,0,0,0,3.909,75.34,9575,48701,0,0,0,64,58276,0
8948,1204,,357544376803405,"2025-12-07 00:00:00","2025-12-08 00:00:00",0,0,0,3,0,0,0,3.901,43.28,5317,35834,0,0,0,38,41151,0
8949,1205,,864636061251639,"2025-12-07 00:00:00","2025-12-08 00:00:00",0,0,0,34,0,0,0,121.406,206.31,16942,28605,0,0,0,153,45547,0
8950,1050,820000016E1D8501,350424063304461,"2025-12-06 03:11:46","2025-12-07 00:00:00",0,0,0,8,0,0,0,36.727,86.05,7471,40379,0,0,0,78,47850,0
8951,1050,820000016E1D8501,864636060280860,"2025-12-06 04:15:16","2025-12-06 04:54:31",0,0,0,1,0,0,0,1.025,14.35,986,333,0,0,0,3,1319,0
8952,1207,,350612070033921,"2025-12-07 00:00:00","2025-12-08 00:00:00",0,0,0,11,0,0,0,12.321,75.86,9129,25293,0,0,0,76,34422,0
8953,1208,,864636061251712,"2025-12-07 00:00:00","2025-12-08 00:00:00",0,0,0,49,0,0,0,100.094,176.75,13770,20987,0,0,0,100,34757,0
8954,1210,,864636061255879,"2025-12-07 00:00:00","2025-12-08 00:00:00",0,0,0,7,0,0,0,54.604,74.97,5314,32229,0,0,0,31,37543,0
8955,1211,,357544374129704,"2025-12-07 00:00:00","2025-12-08 00:00:00",0,0,0,2,0,0,0,1.208,12.56,1229,424,0,0,0,9,1653,0
8956,1137,12000001724C4901,864636061236101,"2025-12-05 17:41:36","2025-12-06 00:00:00",0,0,0,1,0,0,0,3.251,10.51,1624,1518,0,0,0,9,3142,0
8957,1212,,864636060217821,"2025-12-07 00:00:00","2025-12-08 00:00:00",0,0,0,19,0,0,0,112.582,150.79,8278,10013,0,0,0,59,18291,0
8958,1213,,359633104927665,"2025-12-07 00:00:00","2025-12-08 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8959,1214,,864636060300171,"2025-12-07 00:00:00","2025-12-08 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8960,1215,,359632107557339,"2025-12-07 00:00:00","2025-12-08 00:00:00",0,0,0,23,0,0,0,58.341,94.15,6115,38655,0,0,0,39,44770,0
8961,1216,,864636061330227,"2025-12-07 00:00:00","2025-12-08 00:00:00",0,0,0,21,0,0,0,22.974,135.14,15008,38735,0,0,0,115,53743,0
8962,1217,,359633105274760,"2025-12-07 00:00:00","2025-12-08 00:00:00",0,0,0,11,0,0,0,11.284,72.8,9102,18606,0,0,0,98,27708,0
8963,1218,,864636061380347,"2025-12-07 00:00:00","2025-12-08 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8964,1219,,863719062134318,"2025-12-07 00:00:00","2025-12-08 00:00:00",0,0,0,5,0,0,0,7.653,31.99,5128,36881,0,0,0,28,42009,0
8965,1220,,354017119742209,"2025-12-07 00:00:00","2025-12-08 00:00:00",0,0,0,13,0,0,0,30.035,80.72,11025,19549,0,0,0,117,30574,0
8966,1221,,350424066906403,"2025-12-07 00:00:00","2025-12-08 00:00:00",0,0,0,9,0,0,0,61.704,90.42,6131,29313,0,0,0,53,35444,0
8967,1222,,864636061782666,"2025-12-07 00:00:00","2025-12-08 00:00:00",0,0,0,18,0,0,0,69.552,129.67,13451,19916,0,0,0,98,33367,0
8968,1223,,864636061331191,"2025-12-07 00:00:00","2025-12-08 00:00:00",0,0,0,0,0,0,0,0,42.73,9535,26715,0,0,0,91,36250,0
8969,1224,,864636060200116,"2025-12-07 00:00:00","2025-12-08 00:00:00",0,0,0,6,0,0,0,5.282,49.08,9081,19405,0,0,0,96,28486,0
8970,1225,,864636061346728,"2025-12-07 00:00:00","2025-12-08 00:00:00",0,0,0,18,0,0,0,64.835,84.48,4803,28468,0,0,0,20,33271,0
8971,1226,,864636061331308,"2025-12-07 00:00:00","2025-12-08 00:00:00",6,0,0,28,27.921,0,0,55.339,113.86,12151,23152,0,0,0,96,35303,0
8972,1141,790000016E338D01,864636060346646,"2025-12-05 10:11:14","2025-12-06 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8973,1063,820000017242EB01,864636060093586,"2025-12-06 19:30:36","2025-12-07 00:00:00",0,0,0,2,0,0,0,2.907,7.26,652,0,0,0,0,5,652,0
8974,5919,,869867030826459,"2025-12-07 00:00:00","2025-12-08 00:00:00",0,0,0,17,0,0,0,14.881,91.91,9463,74349,0,0,0,26,83812,0
8975,7743,,357544376519282,"2025-12-07 00:00:00","2025-12-08 00:00:00",0,0,0,7,0,0,0,6.696,276.39,24030,25352,0,0,0,53,49382,0
8976,7744,,867157040008385,"2025-12-07 00:00:00","2025-12-08 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8977,7744,,864636067682084,"2025-12-07 00:00:00","2025-12-08 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8978,7745,,867157040061053,"2025-12-07 00:00:00","2025-12-08 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8979,7745,,357544376533705,"2025-12-07 00:00:00","2025-12-08 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8980,7746,,867157040006272,"2025-12-07 00:00:00","2025-12-08 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8981,7746,,869867030812798,"2025-12-07 00:00:00","2025-12-08 00:00:00",0,0,0,30,0,0,0,19.201,322.9,75046,6015,0,0,0,194,81061,0
8982,7750,,867157040061970,"2025-12-07 00:00:00","2025-12-08 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8983,7751,,354018114493640,"2025-12-07 00:00:00","2025-12-08 00:00:00",0,0,0,21,0,0,0,34.324,68.05,16809,19178,0,0,0,47,35987,0
8984,43,,866069063549297,"2025-12-07 00:00:00","2025-12-08 00:00:00",0,0,0,22,0,0,0,97.228,172.99,10923,27051,0,0,0,40,37974,0
8985,44,,866069063407165,"2025-12-07 00:00:00","2025-12-08 00:00:00",0,0,0,0,0,0,0,0,23.41,4411,37330,0,0,0,25,41741,0
8986,45,,866069064219379,"2025-12-07 00:00:00","2025-12-08 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8987,46,,866069063502189,"2025-12-07 00:00:00","2025-12-08 00:00:00",0,0,0,0,0,0,0,0,0,0,38350,0,0,0,0,38350,0
8988,48,,866069063407256,"2025-12-07 00:00:00","2025-12-08 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8989,49,,866069064227513,"2025-12-07 00:00:00","2025-12-08 00:00:00",0,0,0,5,0,0,0,8.913,90,12862,30568,0,0,0,52,43430,0
8990,50,,866069064227703,"2025-12-07 00:00:00","2025-12-08 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8991,1075,0100000172A3F101,864636060013675,"2025-12-06 10:51:13","2025-12-07 00:00:00",0,0,0,1,0,0,0,9.873,18.03,1722,30536,0,0,0,3,32258,0
8992,51,,866069064219239,"2025-12-07 00:00:00","2025-12-08 00:00:00",0,0,0,0,0,0,0,0,0,0,22221,0,0,0,0,22221,0
8993,1075,0100000172A3F101,864636060385107,"2025-12-06 10:55:19","2025-12-07 00:00:00",0,0,0,17,0,0,0,60.949,121.09,8313,21111,0,0,0,63,29424,0
8994,52,,866069062061385,"2025-12-07 00:00:00","2025-12-08 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8995,53,,866069062061575,"2025-12-07 00:00:00","2025-12-08 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8996,1081,1B0000016E93C201,864636060013675,"2025-12-06 10:26:11","2025-12-06 10:51:12",0,0,0,4,0,0,0,11.572,15.19,1122,374,0,0,0,6,1496,0
8997,54,,866069062061559,"2025-12-07 00:00:00","2025-12-08 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8998,55,,866069063690620,"2025-12-07 00:00:00","2025-12-08 00:00:00",0,0,0,0,0,0,0,0,17.93,3358,35878,0,0,0,22,39236,0
8999,1088,2F0000016F6C3201,350424063316465,"2025-12-06 07:34:42","2025-12-07 00:00:00",0,0,0,6,0,0,0,9.629,75.29,6807,11435,0,0,0,44,18242,0
9000,1090,F50000016F755B01,864636062619354,"2025-12-06 01:50:34","2025-12-07 00:00:00",0,0,0,4,0,0,0,12.049,35.6,2999,27803,0,0,0,16,30802,0
9001,912,E70000016EC26901,864636062617101,"2025-12-07 03:16:25","2025-12-08 00:00:00",0,0,0,30,0,0,0,189.218,255.45,14047,18808,0,0,0,86,32855,0
9002,916,15000001710E3501,350544501086493,"2025-12-07 13:19:38","2025-12-08 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9003,916,15000001710E3501,354018114547932,"2025-12-07 09:47:18","2025-12-08 00:00:00",0,0,0,3,0,0,0,9.272,25.51,2441,2450,0,0,0,14,4891,0
9004,917,9000000171F22601,359632109505286,"2025-12-07 07:02:32","2025-12-08 00:00:00",0,0,0,14,0,0,0,22.498,55.39,5129,38412,0,0,0,28,43541,0
9005,1174,02000001855DB601,864636061353146,"2025-12-05 07:04:47","2025-12-06 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9006,1097,260000016DF36901,864636060398753,"2025-12-06 02:32:19","2025-12-07 00:00:00",0,0,0,0,0,0,0,0,0,0,29288,0,0,0,0,29288,0
9007,1102,DD00000172CA3901,864636061156580,"2025-12-06 11:31:57","2025-12-07 00:00:00",0,0,0,0,0,0,0,0,4.78,1610,0,0,0,0,1,1610,0
9008,1103,A60000016ECB6F01,864636061765489,"2025-12-06 02:19:17","2025-12-07 00:00:00",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
9009,927,2A00000172BA5A01,864636061254815,"2025-12-07 08:08:24","2025-12-08 00:00:00",0,0,0,10,0,0,0,29.337,77.09,7067,6554,0,0,0,37,13621,0
9010,1107,6F00000172D70301,864636060355449,"2025-12-06 07:28:50","2025-12-07 00:00:00",0,0,0,12,0,0,0,23.713,49.87,4162,11940,0,0,0,32,16102,0
9011,1115,030000016E608501,864636061241200,"2025-12-06 13:23:09","2025-12-07 00:00:00",0,0,0,0,0,0,0,0,8.69,1617,28544,0,0,0,16,30161,0
9012,930,B200000170FA8C01,864636061254732,"2025-12-07 02:58:31","2025-12-08 00:00:00",0,0,0,8,0,0,0,75.829,134.15,12757,15980,0,0,0,60,28737,0
9013,932,FB0000017070C101,864636060245418,"2025-12-07 03:35:30","2025-12-08 00:00:00",0,0,0,10,0,0,0,64.979,111.52,8419,11881,0,0,0,44,20300,0
9014,937,01000001718C9501,864636061171902,"2025-12-07 03:40:38","2025-12-07 13:51:52",0,0,0,0,0,0,0,0,77.28,7976,28696,0,0,0,43,36672,0
9015,937,01000001718C9501,864636061241515,"2025-12-07 00:55:38","2025-12-07 14:04:10",0,0,0,5,0,0,0,7.027,59.49,6162,41143,0,0,0,51,47305,0
9016,938,4700000172C97101,864636060277726,"2025-12-07 03:13:56","2025-12-08 00:00:00",0,0,0,36,0,0,0,110.55,195.73,14327,41085,0,0,0,107,55412,0
9017,1118,220000017289BF01,357544376930216,"2025-12-06 10:53:52","2025-12-07 00:00:00",0,0,0,2,0,0,0,2.279,12.21,4009,940,0,0,0,5,4949,0
9018,1120,7B000001727D6001,864636061144958,"2025-12-06 13:01:38","2025-12-07 00:00:00",0,0,0,5,0,0,0,12.085,25.17,2227,0,0,0,0,12,2227,0
9019,1123,5A0000016E608601,864636061236101,"2025-12-06 04:29:24","2025-12-07 00:00:00",0,0,0,11,0,0,0,21.445,97.7,9007,46727,0,0,0,46,55734,0
9020,4038,630000016EAC6801,864636061220675,"2025-12-05 01:41:59","2025-12-06 00:00:00",0,0,0,1,0,0,0,1.032,46.35,3830,10845,0,0,0,6,14675,0
9021,1124,100000016E3DA101,864636061235897,"2025-12-06 03:37:10","2025-12-07 00:00:00",0,0,0,2,0,0,0,2.044,81.22,8182,24740,0,0,0,38,32922,0
9022,1125,080000016EC16101,864636061236044,"2025-12-06 01:44:11","2025-12-07 00:00:00",0,0,0,15,0,0,0,26.551,143.03,10342,56496,0,0,0,47,66838,0
9023,1126,0A00000172B19001,864636061235913,"2025-12-06 01:28:00","2025-12-07 00:00:00",0,0,0,0,0,0,0,0,133.46,12477,34005,0,0,0,58,46482,0
9024,1126,0A00000172B19001,864636061241515,"2025-12-06 14:02:45","2025-12-07 00:00:00",0,0,0,3,0,0,0,3.917,44.87,4071,8507,0,0,0,13,12578,0
9025,942,C500000170E86401,864636060031099,"2025-12-07 00:13:56","2025-12-08 00:00:00",0,0,0,15,0,0,0,64.831,118.27,8860,23892,0,0,0,55,32752,0
9026,943,C00000016E493F01,864636060000599,"2025-12-07 10:44:34","2025-12-08 00:00:00",0,0,0,1,0,0,0,7.57,27.43,5169,17843,0,0,0,29,23012,0
9027,946,7000000172D67E01,864636060346646,"2025-12-07 03:30:38","2025-12-08 00:00:00",0,0,0,0,0,0,0,0,0,0,375,0,0,0,0,375,0
9028,5836,C600000172CD3401,357544376803413,"2025-12-05 08:14:15","2025-12-06 00:00:00",0,0,0,0,0,0,0,0,19.52,5303,7752,0,0,0,14,13055,0
9029,5836,C600000172CD3401,864636061239634,"2025-12-05 04:44:33","2025-12-06 00:00:00",0,0,0,0,0,0,0,0,0,0,1668,0,0,0,0,1668,0
9030,1129,780000016EA2B401,864636061353823,"2025-12-06 10:20:36","2025-12-07 00:00:00",0,0,0,0,0,0,0,0,0.81,233,12969,0,0,0,2,13202,0
9031,1136,510000016E9F6301,864636060092455,"2025-12-06 04:22:47","2025-12-07 00:00:00",0,0,0,10,0,0,0,21.34,84.6,9847,34310,0,0,0,75,44157,0
9032,1137,12000001724C4901,864636061241150,"2025-12-06 02:55:25","2025-12-06 13:39:29",0,0,0,4,0,0,0,12.096,18.36,1164,385,0,0,0,3,1549,0
9033,1137,12000001724C4901,864636061241184,"2025-12-06 03:35:40","2025-12-07 00:00:00",0,0,0,6,0,0,0,5.725,79.89,6899,31918,0,0,0,36,38817,0
9034,957,D80000016E11BC01,354017119310726,"2025-12-07 09:43:01","2025-12-08 00:00:00",0,0,0,16,0,0,0,29.489,79.42,10965,10697,0,0,0,43,21662,0
9035,1139,E700000172D7EB01,864636062617556,"2025-12-06 03:14:28","2025-12-07 00:00:00",0,0,0,11,0,0,0,85.917,139.39,8877,19215,0,0,0,56,28092,0
9036,1141,790000016E338D01,357544376925067,"2025-12-06 05:33:43","2025-12-07 00:00:00",0,0,0,20,0,0,0,89.935,145.61,9188,44253,0,0,0,75,53441,0
9037,1141,790000016E338D01,864636060346646,"2025-12-06 10:13:47","2025-12-07 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9038,1144,D30000016EBFDF01,864636062616889,"2025-12-06 14:00:48","2025-12-07 00:00:00",0,0,0,0,0,0,0,0,0,0,329,0,0,0,0,329,0
9039,1145,5A0000016E903E01,357544376803413,"2025-12-06 03:48:12","2025-12-06 12:32:20",0,0,0,12,0,0,0,35.703,105.04,10804,20619,0,0,0,47,31423,0
9040,1145,5A0000016E903E01,357544376941569,"2025-12-06 10:05:33","2025-12-07 00:00:00",0,0,0,0,0,0,0,0,2.55,813,1669,0,0,0,1,2482,0
9041,965,5D000001719AEA01,864636062830779,"2025-12-07 06:00:38","2025-12-08 00:00:00",0,0,0,13,0,0,0,36.139,65.59,4933,51212,0,0,0,44,56145,0
9042,969,720000016EBBB301,350317172748968,"2025-12-07 10:39:54","2025-12-07 11:38:09",0,0,0,0,0,0,0,0,1.04,518,2962,0,0,0,0,3480,0
9043,970,F900000172525B01,864636061356545,"2025-12-07 04:41:41","2025-12-08 00:00:00",0,0,0,11,0,0,0,46.049,102.87,8155,17516,0,0,0,36,25671,0
9044,1152,A800000170D7F501,354018114557428,"2025-12-06 02:39:03","2025-12-06 12:27:50",0,0,0,9,0,0,0,53.371,75.08,4169,31150,0,0,0,16,35319,0
9045,1153,970000016EAB4601,864636062637679,"2025-12-06 14:10:24","2025-12-07 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9046,1154,980000013457CE01,864636062748237,"2025-12-06 01:05:10","2025-12-07 00:00:00",0,0,0,14,0,0,0,35.401,125.07,8682,29617,0,0,0,25,38299,0
9047,971,560000016EC4AF01,864636060389083,"2025-12-07 01:51:19","2025-12-08 00:00:00",0,0,0,33,0,0,0,310.998,379.44,18098,31751,0,0,0,72,49849,0
9048,972,A20000016EBD8B01,357544376783508,"2025-12-07 17:16:53","2025-12-08 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9049,974,760000016E704C01,864636060013170,"2025-12-07 08:02:24","2025-12-08 00:00:00",0,0,0,6,0,0,0,11.386,24.04,2212,1839,0,0,0,13,4051,0
9050,974,760000016E704C01,864636061219248,"2025-12-07 01:42:09","2025-12-08 00:00:00",0,0,0,8,0,0,0,13.44,102.37,8508,13572,0,0,0,26,22080,0
9051,1157,4F0000017111AE01,354018114557428,"2025-12-06 12:27:51","2025-12-07 00:00:00",0,0,0,0,0,0,0,0,4.31,5919,23627,0,0,0,6,29546,0
9052,981,64000001724AC901,864636061220964,"2025-12-07 03:15:01","2025-12-08 00:00:00",0,0,0,1,0,0,0,3.594,103.54,8257,11598,0,0,0,16,19855,0
9053,5936,7B0000016E538301,350424063135675,"2025-12-05 01:05:13","2025-12-06 00:00:00",0,0,0,19,0,0,0,46.89,110.24,9788,48586,0,0,0,75,58374,0
9054,1164,DF00000123D67501,354018114482791,"2025-12-06 12:39:42","2025-12-07 00:00:00",0,0,0,13,0,0,0,18.735,91.5,7842,5076,0,0,0,78,12918,0
9055,1165,8300000117B7B601,864636061353096,"2025-12-06 12:46:03","2025-12-07 00:00:00",0,0,0,17,0,0,0,62,112.53,12100,17100,0,0,0,41,29200,0
9056,990,B10000016E164101,864636063594952,"2025-12-07 02:47:12","2025-12-08 00:00:00",0,0,0,12,0,0,0,23.626,124.33,10850,6459,0,0,0,31,17309,0
9057,5941,0100000172C91601,864636060353006,"2025-12-05 05:25:53","2025-12-05 15:42:14",0,0,0,4,0,0,0,19.425,32.64,1925,35050,0,0,0,5,36975,0
9058,1174,02000001855DB601,354018114483013,"2025-12-06 05:59:03","2025-12-07 00:00:00",0,0,0,0,0,0,0,0,0.82,1791,1254,0,0,0,0,3045,0
9059,1174,02000001855DB601,864636061353146,"2025-12-06 07:07:20","2025-12-07 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9060,1175,030000016E3E8401,864636061239634,"2025-12-06 03:47:53","2025-12-07 00:00:00",0,0,0,0,0,0,0,0,12.26,5549,29690,0,0,0,0,35239,0
9061,1183,A5000001175B3701,864636062616889,"2025-12-06 04:02:01","2025-12-06 14:00:47",0,0,0,4,0,0,0,12.335,32.13,2271,13195,0,0,0,11,15466,0
9062,1006,6F0000013390DD01,864636061171902,"2025-12-07 01:21:01","2025-12-07 03:40:37",0,0,0,0,0,0,0,0,48.93,4909,3465,0,0,0,20,8374,0
9063,1006,6F0000013390DD01,864636061241150,"2025-12-07 18:55:53","2025-12-08 00:00:00",0,0,0,1,0,0,0,2.212,27.26,3083,541,0,0,0,16,3624,0
9064,1010,B50000018592AE01,864636060280738,"2025-12-07 07:11:07","2025-12-08 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9065,3809,7F0000016E94D001,350424063306680,"2025-12-06 07:42:50","2025-12-07 00:00:00",0,0,0,14,0,0,0,26.174,88.56,11916,28779,0,0,0,42,40695,0
9066,3813,D000000170BCA401,864636062486077,"2025-12-06 06:36:21","2025-12-07 00:00:00",0,0,0,2,0,0,0,0.809,14.85,1990,18689,0,0,0,27,20679,0
9067,1014,720000016E8C7E01,864636060381627,"2025-12-07 04:54:41","2025-12-08 00:00:00",0,0,0,6,0,0,0,7.444,15.08,1464,42857,0,0,0,9,44321,0
9068,4038,630000016EAC6801,864636061220675,"2025-12-06 01:18:00","2025-12-07 00:00:00",0,0,0,0,0,0,0,0,73.17,7737,13777,0,0,0,20,21514,0
9069,1025,120000016EE5C901,350424063304446,"2025-12-07 11:13:24","2025-12-08 00:00:00",0,0,0,10,0,0,0,13.932,39.39,3540,5992,0,0,0,26,9532,0
9070,1026,D70000016EE48501,864636060353006,"2025-12-07 14:40:35","2025-12-08 00:00:00",0,0,0,3,0,0,0,9.03,15.3,935,30501,0,0,0,4,31436,0
9071,5836,C600000172CD3401,357544376803413,"2025-12-06 12:32:21","2025-12-07 00:00:00",0,0,0,0,0,0,0,0,5.8,2473,1870,0,0,0,3,4343,0
9072,5836,C600000172CD3401,359632107560630,"2025-12-06 06:55:06","2025-12-07 00:00:00",0,0,0,0,0,0,0,0,12.9,6144,46470,0,0,0,1,52614,0
9073,5888,F200000171A2D101,864636062619099,"2025-12-06 08:48:57","2025-12-06 10:37:22",0,0,0,0,0,0,0,0,2.31,1318,5097,0,0,0,1,6415,0
9074,1035,6A0000016E823401,357544376779027,"2025-12-07 04:45:33","2025-12-08 00:00:00",0,0,0,7,0,0,0,12.395,62.04,6988,40792,0,0,0,96,47780,0
9075,5895,A300000172A61201,354018114124310,"2025-12-06 13:02:57","2025-12-07 00:00:00",0,0,0,3,0,0,0,5.755,15.3,1112,0,0,0,0,9,1112,0
9076,1042,4A0000016EC20B01,350317172748968,"2025-12-07 11:38:10","2025-12-08 00:00:00",0,0,0,2,0,0,0,4.468,23.65,2082,0,0,0,0,12,2082,0
9077,1042,4A0000016EC20B01,350424063304453,"2025-12-07 06:56:36","2025-12-08 00:00:00",0,0,0,12,0,0,0,16.498,95.51,10289,33263,0,0,0,83,43552,0
9078,1249,,350612070116932,"2025-12-05 00:00:00","2025-12-06 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9079,1250,,864454070104561,"2025-12-05 00:00:00","2025-12-06 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9080,1250,,867747075306108,"2025-12-05 00:00:00","2025-12-06 00:00:00",0,0,0,0,0,0,0,0,2.54,769,0,0,0,0,0,769,0
9081,1253,,359632104952459,"2025-12-05 00:00:00","2025-12-06 00:00:00",0,0,0,26,0,0,0,110.778,193.01,23455,17174,0,0,0,218,40629,0
9082,1256,,359633105269679,"2025-12-05 00:00:00","2025-12-06 00:00:00",0,0,0,0,0,0,0,0,0,0,9940,0,0,0,0,9940,0
9083,1050,820000016E1D8501,864636060280860,"2025-12-07 04:14:28","2025-12-07 05:16:14",0,0,0,3,0,0,0,7.675,17.85,1576,375,0,0,0,7,1951,0
9084,5929,B20000016E401E01,864636061255010,"2025-12-06 19:31:13","2025-12-07 00:00:00",0,0,0,2,0,0,0,10.27,15.53,906,0,0,0,0,3,906,0
9085,1257,,869867030825915,"2025-12-05 00:00:00","2025-12-06 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9086,1304,,867747074985597,"2025-12-05 00:00:00","2025-12-06 00:00:00",0,0,0,27,0,0,0,145.864,255.21,25163,12266,0,0,0,166,37429,0
9087,1400,,866069060864558,"2025-12-05 00:00:00","2025-12-06 00:00:00",0,0,0,19,0,0,0,32.112,157.9,16791,12765,0,0,0,138,29556,0
9088,2318,,867747074985670,"2025-12-05 00:00:00","2025-12-06 00:00:00",0,0,0,23,0,0,0,76.106,181.08,20875,29158,0,0,0,135,50033,0
9089,5936,7B0000016E538301,350424063135675,"2025-12-06 04:57:59","2025-12-07 00:00:00",0,0,0,17,0,0,0,35.4,107.18,9898,20196,0,0,0,75,30094,0
9090,5937,BD0000016E84BC01,350424063265746,"2025-12-06 15:29:53","2025-12-07 00:00:00",0,0,0,2,0,0,0,7.018,15.57,1052,0,0,0,0,2,1052,0
9091,5941,0100000172C91601,350424063316390,"2025-12-06 10:27:22","2025-12-07 00:00:00",0,0,0,1,0,0,0,0.322,24.99,3586,16547,0,0,0,52,20133,0
9092,1081,1B0000016E93C201,864636060247760,"2025-12-07 10:36:43","2025-12-08 00:00:00",0,0,0,10,0,0,0,23.719,32.89,2282,30818,0,0,0,8,33100,0
9093,3014,,864454072427572,"2025-12-05 00:00:00","2025-12-06 00:00:00",0,0,0,21,0,0,0,22.757,105.13,8870,41664,0,0,0,98,50534,0
